,ID,LONG,LAT,threshold,beta
1221,geo_437,102.5,94.5,0.95,0.04133767499411327
1222,geo_437,102.5,94.5,0.99,0.04505347501366769
1223,geo_438,102.5,98.5,0.9,0.0733128995677563
1224,geo_438,102.5,98.5,0.95,0.09061311627854281
1225,geo_438,102.5,98.5,0.99,0.03777945585751974
1226,geo_439,102.5,102.5,0.9,0.07537864543869804
1227,geo_439,102.5,102.5,0.95,0.08629934482567585
1228,geo_439,102.5,102.5,0.99,0.03516571118378686
1229,geo_440,102.5,106.5,0.9,0.06181518221947584
1230,geo_440,102.5,106.5,0.95,0.07234693771012822
1231,geo_440,102.5,106.5,0.99,0.06092050670580885
1232,geo_441,102.5,110.5,0.9,0.08729365913240988
1233,geo_441,102.5,110.5,0.95,0.09151801051684542
1234,geo_441,102.5,110.5,0.99,0.06075670834741653
1235,geo_442,102.5,114.5,0.9,0.08588735788100499
1236,geo_442,102.5,114.5,0.95,0.06624555027401495
1237,geo_442,102.5,114.5,0.99,0.020349434535489472
1238,geo_443,102.5,118.5,0.9,0.12143829138189839
1239,geo_443,102.5,118.5,0.95,0.12305584460571664
1240,geo_443,102.5,118.5,0.99,0.1252082930075924
1241,geo_444,102.5,122.5,0.9,-0.03259464778729643
1242,geo_444,102.5,122.5,0.95,-0.030956501318367614
1243,geo_444,102.5,122.5,0.99,-0.035632857672121515
1244,geo_445,102.5,126.5,0.9,-0.014491801709363119
1245,geo_445,102.5,126.5,0.95,-0.02358240163890954
1246,geo_445,102.5,126.5,0.99,-0.032823441437960316
1247,geo_446,102.5,130.5,0.9,-0.03451142459149195
1248,geo_446,102.5,130.5,0.95,-0.04687952985284329
1249,geo_446,102.5,130.5,0.99,-0.05874979083755887
1250,geo_447,102.5,134.5,0.9,-0.008493218287344124
1251,geo_447,102.5,134.5,0.95,-0.014828791354406711
1252,geo_447,102.5,134.5,0.99,-0.0398690545031767
1253,geo_448,102.5,138.5,0.9,0.001132010582760298
1254,geo_448,102.5,138.5,0.95,-0.0044795004651902075
1255,geo_448,102.5,138.5,0.99,-0.03089979495062276
1256,geo_449,102.5,142.5,0.9,0.07492992111983607
1257,geo_449,102.5,142.5,0.95,0.07509731168396461
1258,geo_449,102.5,142.5,0.99,0.07475945595026569
1259,geo_450,102.5,146.5,0.9,0.09377089397785919
1260,geo_450,102.5,146.5,0.95,0.09344347960589165
1261,geo_450,102.5,146.5,0.99,0.0690957396825549
1262,geo_451,102.5,150.5,0.9,0.005834366051906677
1263,geo_451,102.5,150.5,0.95,0.004894643356845381
1264,geo_451,102.5,150.5,0.99,0.0015395381777760578
1265,geo_452,102.5,154.5,0.9,6.388332317459541e-05
1266,geo_452,102.5,154.5,0.95,-0.007699322419560333
1267,geo_452,102.5,154.5,0.99,-0.023477730437855934
1268,geo_453,102.5,158.5,0.9,0.01778230536696754
1269,geo_453,102.5,158.5,0.95,0.014717118202697943
1270,geo_453,102.5,158.5,0.99,-0.0003617432609994177
1271,geo_454,102.5,162.5,0.9,0.005535721554692795
1272,geo_454,102.5,162.5,0.95,0.0014376126530442654
1273,geo_454,102.5,162.5,0.99,-0.021291655286023864
1274,geo_455,102.5,166.5,0.9,0.032862459502819394
1275,geo_455,102.5,166.5,0.95,0.02636417850597205
1276,geo_455,102.5,166.5,0.99,0.015235742433049121
1277,geo_456,102.5,174.5,0.9,0.034942816933879545
1278,geo_456,102.5,174.5,0.95,0.03142854695443938
1279,geo_456,102.5,174.5,0.99,0.024895303335658668
1280,geo_457,102.5,170.5,0.9,0.017828017028877777
1281,geo_457,102.5,170.5,0.95,0.013990853858215371
1282,geo_457,102.5,170.5,0.99,0.011751992054695997
1283,geo_458,102.5,178.5,0.9,0.08488781874848537
1284,geo_458,102.5,178.5,0.95,0.07569202632162633
1285,geo_458,102.5,178.5,0.99,0.054794783213274786
1286,geo_459,102.5,182.5,0.9,0.09380987927681331
1287,geo_459,102.5,182.5,0.95,0.08378675707094291
1288,geo_459,102.5,182.5,0.99,0.0735315093493912
1289,geo_460,102.5,186.5,0.9,0.08033398546258753
1290,geo_460,102.5,186.5,0.95,0.06861376497238858
1291,geo_460,102.5,186.5,0.99,0.0616334927539532
1292,geo_461,102.5,190.5,0.9,0.06500249808358877
1293,geo_461,102.5,190.5,0.95,0.05639421912217972
1294,geo_461,102.5,190.5,0.99,0.049807813149096145
1295,geo_462,102.5,198.5,0.9,0.028980153581845164
1296,geo_462,102.5,198.5,0.95,0.027820724140069683
1297,geo_462,102.5,198.5,0.99,0.0334991695480381
1298,geo_463,102.5,194.5,0.9,0.04828704542023776
1299,geo_463,102.5,194.5,0.95,0.0441093416965387
1300,geo_463,102.5,194.5,0.99,0.0431304400340512
1301,geo_464,102.5,202.5,0.9,0.01970979422052686
1302,geo_464,102.5,202.5,0.95,0.020332808831013592
1303,geo_464,102.5,202.5,0.99,0.016529665285914825
1304,geo_465,102.5,206.5,0.9,0.005918695703769889
1305,geo_465,102.5,206.5,0.95,0.005031503332665601
1306,geo_465,102.5,206.5,0.99,0.004408313979624162
1307,geo_466,102.5,214.5,0.9,-0.0030150568248017277
1308,geo_466,102.5,214.5,0.95,-0.003461150811471296
1309,geo_466,102.5,214.5,0.99,0.0007926316053238104
1310,geo_467,102.5,210.5,0.9,0.0015886738920082213
1311,geo_467,102.5,210.5,0.95,0.003453541866083951
1312,geo_467,102.5,210.5,0.99,0.005822004328027203
1313,geo_468,102.5,222.5,0.9,-0.010489815800083204
1314,geo_468,102.5,222.5,0.95,-0.010007100199701448
1315,geo_468,102.5,222.5,0.99,-0.00725095107793791
1316,geo_469,102.5,218.5,0.9,-0.005405944736201616
1317,geo_469,102.5,218.5,0.95,-0.002815637046922673
1318,geo_469,102.5,218.5,0.99,0.0019035752231994496
1319,geo_470,102.5,226.5,0.9,-0.0019791295124296482
1320,geo_470,102.5,226.5,0.95,-0.001021129645782325
1321,geo_470,102.5,226.5,0.99,0.007486252392765869
1322,geo_471,102.5,230.5,0.9,-0.0026560925625398
1323,geo_471,102.5,230.5,0.95,-0.002005148767737901
1324,geo_471,102.5,230.5,0.99,-0.0021702597220387837
1325,geo_472,102.5,238.5,0.9,0.041120847073170576
1326,geo_472,102.5,238.5,0.95,0.051689620700724984
1327,geo_472,102.5,238.5,0.99,0.06385327933549778
1328,geo_473,102.5,234.5,0.9,0.0184648192836188
1329,geo_473,102.5,234.5,0.95,0.0214746662073573
1330,geo_473,102.5,234.5,0.99,0.02922652582716845
1331,geo_474,102.5,242.5,0.9,0.031754930145210566
1332,geo_474,102.5,242.5,0.95,0.041657572993999074
1333,geo_474,102.5,242.5,0.99,0.049189923524939644
1334,geo_475,102.5,246.5,0.9,0.03985347143384702
1335,geo_475,102.5,246.5,0.95,0.05046563795189567
1336,geo_475,102.5,246.5,0.99,0.06847933873088918
1337,geo_476,102.5,250.5,0.9,0.015246741839702966
1338,geo_476,102.5,250.5,0.95,0.03646550141637657
1339,geo_476,102.5,250.5,0.99,0.061195387263914894
1340,geo_477,102.5,254.5,0.9,0.025917084537464972
1341,geo_477,102.5,254.5,0.95,0.05074558341943415
1342,geo_477,102.5,254.5,0.99,0.08733722247654624
1343,geo_478,102.5,262.5,0.9,-0.005272584128572758
1344,geo_478,102.5,262.5,0.95,0.023693813141222902
1345,geo_478,102.5,262.5,0.99,0.06721239849839526
1346,geo_479,102.5,258.5,0.9,0.0214857715267047
1347,geo_479,102.5,258.5,0.95,0.04490186569540214
1348,geo_479,102.5,258.5,0.99,0.09492385726102748
1349,geo_480,102.5,266.5,0.9,0.01924077706026079
1350,geo_480,102.5,266.5,0.95,0.0525247814685718
1351,geo_480,102.5,266.5,0.99,0.08535732463085874
1352,geo_481,102.5,270.5,0.9,0.028827615548241342
1353,geo_481,102.5,270.5,0.95,0.06424573184023505
1354,geo_481,102.5,270.5,0.99,0.1049763375805382
1355,geo_482,102.5,274.5,0.9,0.027519284326444515
1356,geo_482,102.5,274.5,0.95,0.04979500093416267
1357,geo_482,102.5,274.5,0.99,0.08628720057552838
1358,geo_483,102.5,278.5,0.9,-0.002124829741724746
1359,geo_483,102.5,278.5,0.95,0.008724116068708576
1360,geo_483,102.5,278.5,0.99,0.03088812045613578
1361,geo_484,102.5,282.5,0.9,0.008380650683950832
1362,geo_484,102.5,282.5,0.95,0.0162924914354829
1363,geo_484,102.5,282.5,0.99,0.027169035228992146
1364,geo_485,102.5,286.5,0.9,0.0020351468733979276
1365,geo_485,102.5,286.5,0.95,0.008684579698254272
1366,geo_485,102.5,286.5,0.99,0.019498851516989622
1367,geo_486,102.5,290.5,0.9,-0.0011302937464489605
1368,geo_486,102.5,290.5,0.95,0.01511138912405799
1369,geo_486,102.5,290.5,0.99,0.03712663279837995
1370,geo_487,102.5,294.5,0.9,-0.0056242559846431716
1371,geo_487,102.5,294.5,0.95,0.006959121784012326
1372,geo_487,102.5,294.5,0.99,0.03531744095037532
1373,geo_488,106.5,54.5,0.9,0.05537548402463244
1374,geo_488,106.5,54.5,0.95,0.04688589875121719
1375,geo_488,106.5,54.5,0.99,-0.09813170925829778
1376,geo_489,106.5,58.5,0.9,0.03232011592521968
1377,geo_489,106.5,58.5,0.95,0.014182888400388147
1378,geo_489,106.5,58.5,0.99,-0.05634991232873465
1379,geo_490,106.5,66.5,0.9,0.01569250685533155
1380,geo_490,106.5,66.5,0.95,0.018879818376190953
1381,geo_490,106.5,66.5,0.99,-0.002135250320417059
1382,geo_491,106.5,62.5,0.9,0.0258327805365318
1383,geo_491,106.5,62.5,0.95,0.023071275405522396
1384,geo_491,106.5,62.5,0.99,-0.011738499486902268
1385,geo_492,106.5,70.5,0.9,0.010644105813743528
1386,geo_492,106.5,70.5,0.95,0.024355191990425164
1387,geo_492,106.5,70.5,0.99,0.019568393923783945
1388,geo_493,106.5,74.5,0.9,0.024134733412722997
1389,geo_493,106.5,74.5,0.95,0.03500675530857313
1390,geo_493,106.5,74.5,0.99,-0.028111753014038968
1391,geo_494,106.5,78.5,0.9,0.032623357608170825
1392,geo_494,106.5,78.5,0.95,0.04019006386103104
1393,geo_494,106.5,78.5,0.99,0.006905331868923111
1394,geo_495,106.5,82.5,0.9,-0.0007945867499990385
1395,geo_495,106.5,82.5,0.95,0.0010493319019237446
1396,geo_495,106.5,82.5,0.99,-0.10532343891193291
1397,geo_496,106.5,86.5,0.9,0.006152684616990893
1398,geo_496,106.5,86.5,0.95,0.006063051746353108
1399,geo_496,106.5,86.5,0.99,-0.14007111967248906
1400,geo_497,106.5,90.5,0.9,0.030011475661676487
1401,geo_497,106.5,90.5,0.95,0.04077909711693041
1402,geo_497,106.5,90.5,0.99,-0.05637984217716546
1403,geo_498,106.5,98.5,0.9,0.03737292345956811
1404,geo_498,106.5,98.5,0.95,0.058500829706718056
1405,geo_498,106.5,98.5,0.99,0.02159786268606767
1406,geo_499,106.5,94.5,0.9,0.030147298517201628
1407,geo_499,106.5,94.5,0.95,0.04477773079882544
1408,geo_499,106.5,94.5,0.99,-0.0006423711301141418
1409,geo_500,106.5,102.5,0.9,0.03888456884221253
1410,geo_500,106.5,102.5,0.95,0.04565034269240065
1411,geo_500,106.5,102.5,0.99,-0.06861677863847383
1412,geo_501,106.5,106.5,0.9,0.06728794205819827
1413,geo_501,106.5,106.5,0.95,0.07846473883992781
1414,geo_501,106.5,106.5,0.99,0.036183315816405846
1415,geo_502,106.5,110.5,0.9,0.06432588734470482
1416,geo_502,106.5,110.5,0.95,0.06855413016060997
1417,geo_502,106.5,110.5,0.99,0.06788752526484301
1418,geo_503,106.5,114.5,0.9,0.04699217010401167
1419,geo_503,106.5,114.5,0.95,0.03803209338500627
1420,geo_503,106.5,114.5,0.99,-0.03617963280718356
1421,geo_504,106.5,118.5,0.9,0.04955756466865231
1422,geo_504,106.5,118.5,0.95,0.048529361574075155
1423,geo_504,106.5,118.5,0.99,-0.01673116249506698
1424,geo_505,106.5,122.5,0.9,0.06524193913906563
1425,geo_505,106.5,122.5,0.95,0.0720804747862888
1426,geo_505,106.5,122.5,0.99,0.055813189286448246
1427,geo_506,106.5,126.5,0.9,0.02296043658548803
1428,geo_506,106.5,126.5,0.95,0.01867712693386148
1429,geo_506,106.5,126.5,0.99,0.011564892683784501
1430,geo_507,106.5,130.5,0.9,0.023851904595083455
1431,geo_507,106.5,130.5,0.95,0.020875408528953285
1432,geo_507,106.5,130.5,0.99,0.008060526919073906
1433,geo_508,106.5,134.5,0.9,0.04447201963654513
1434,geo_508,106.5,134.5,0.95,0.045341667487038204
1435,geo_508,106.5,134.5,0.99,0.027799265417583513
1436,geo_509,106.5,138.5,0.9,0.04652643795065321
1437,geo_509,106.5,138.5,0.95,0.04792265994790857
1438,geo_509,106.5,138.5,0.99,0.06187671385733047
1439,geo_510,106.5,142.5,0.9,0.032597080527953314
1440,geo_510,106.5,142.5,0.95,0.032244888855402914
1441,geo_510,106.5,142.5,0.99,0.030536039560742703
1442,geo_511,106.5,146.5,0.9,0.04645192238817526
1443,geo_511,106.5,146.5,0.95,0.04392052407634736
1444,geo_511,106.5,146.5,0.99,0.03887778276979545
1445,geo_512,106.5,150.5,0.9,0.016147239135612352
1446,geo_512,106.5,150.5,0.95,0.0189497327807006
1447,geo_512,106.5,150.5,0.99,0.010229207208151
1448,geo_513,106.5,154.5,0.9,0.0008694344799706497
1449,geo_513,106.5,154.5,0.95,0.001591081591000357
1450,geo_513,106.5,154.5,0.99,0.00015884901521838831
1451,geo_514,106.5,158.5,0.9,0.020658249549846016
1452,geo_514,106.5,158.5,0.95,0.010913553200325114
1453,geo_514,106.5,158.5,0.99,-0.011146772159395147
1454,geo_515,106.5,162.5,0.9,0.043987712248184624
1455,geo_515,106.5,162.5,0.95,0.03803287834218742
1456,geo_515,106.5,162.5,0.99,0.01614789648480317
1457,geo_516,106.5,166.5,0.9,0.037147268265592386
1458,geo_516,106.5,166.5,0.95,0.03409728698020138
1459,geo_516,106.5,166.5,0.99,0.025852319979627128
1460,geo_517,106.5,170.5,0.9,0.026680549909199002
1461,geo_517,106.5,170.5,0.95,0.02487843356584602
1462,geo_517,106.5,170.5,0.99,0.004177822003580133
1463,geo_518,106.5,174.5,0.9,0.05596332991052176
1464,geo_518,106.5,174.5,0.95,0.05326945955720241
1465,geo_518,106.5,174.5,0.99,0.039298387688281325
1466,geo_519,106.5,178.5,0.9,0.09714448338718401
1467,geo_519,106.5,178.5,0.95,0.08909992792663052
1468,geo_519,106.5,178.5,0.99,0.06992080049825487
1469,geo_520,106.5,182.5,0.9,0.12750111133774847
1470,geo_520,106.5,182.5,0.95,0.11742978439573647
1471,geo_520,106.5,182.5,0.99,0.1097366523097027
1472,geo_521,106.5,186.5,0.9,0.10606076095343023
1473,geo_521,106.5,186.5,0.95,0.09776308304695301
1474,geo_521,106.5,186.5,0.99,0.08740522802500933
1475,geo_522,106.5,190.5,0.9,0.07646689524491508
1476,geo_522,106.5,190.5,0.95,0.07030128573735868
1477,geo_522,106.5,190.5,0.99,0.06089675049758555
1478,geo_523,106.5,194.5,0.9,0.058585278042234214
1479,geo_523,106.5,194.5,0.95,0.05551828851050517
1480,geo_523,106.5,194.5,0.99,0.05093743120343522
1481,geo_524,106.5,198.5,0.9,0.0355580724250883
1482,geo_524,106.5,198.5,0.95,0.034445540741831926
1483,geo_524,106.5,198.5,0.99,0.03966017526565915
1484,geo_525,106.5,202.5,0.9,0.025559528722702635
1485,geo_525,106.5,202.5,0.95,0.026882225551457174
1486,geo_525,106.5,202.5,0.99,0.02909191683389368
1487,geo_526,106.5,206.5,0.9,0.016596699164215006
1488,geo_526,106.5,206.5,0.95,0.018421992999706857
1489,geo_526,106.5,206.5,0.99,0.020784701382784106
1490,geo_527,106.5,210.5,0.9,0.009837343965505459
1491,geo_527,106.5,210.5,0.95,0.010259213965076534
1492,geo_527,106.5,210.5,0.99,0.015771467928831877
1493,geo_528,106.5,214.5,0.9,0.010051239297734492
1494,geo_528,106.5,214.5,0.95,0.012038500433250334
1495,geo_528,106.5,214.5,0.99,0.019435506073352732
1496,geo_529,106.5,218.5,0.9,0.00798664433942802
1497,geo_529,106.5,218.5,0.95,0.00914599785769401
1498,geo_529,106.5,218.5,0.99,0.016812043467351417
1499,geo_530,106.5,222.5,0.9,0.0042253305122096265
1500,geo_530,106.5,222.5,0.95,0.008094413880235272
1501,geo_530,106.5,222.5,0.99,0.017014653561305115
1502,geo_531,106.5,226.5,0.9,-0.0015774302795157405
1503,geo_531,106.5,226.5,0.95,-3.4772487013749565e-05
1504,geo_531,106.5,226.5,0.99,-0.0001365962192328445
1505,geo_532,106.5,230.5,0.9,-0.004348260213725441
1506,geo_532,106.5,230.5,0.95,-0.0020144800198697525
1507,geo_532,106.5,230.5,0.99,-0.0008139672434598517
1508,geo_533,106.5,234.5,0.9,-0.0013639972352802805
1509,geo_533,106.5,234.5,0.95,0.001394202430466594
1510,geo_533,106.5,234.5,0.99,0.005477863857159668
1511,geo_534,106.5,238.5,0.9,0.014503275988142071
1512,geo_534,106.5,238.5,0.95,0.02148481295232569
1513,geo_534,106.5,238.5,0.99,0.046592629108882455
1514,geo_535,106.5,242.5,0.9,0.012954581540397109
1515,geo_535,106.5,242.5,0.95,0.02271111500903014
1516,geo_535,106.5,242.5,0.99,0.03819182240221845
1517,geo_536,106.5,246.5,0.9,0.0046172627644812244
1518,geo_536,106.5,246.5,0.95,0.01368934977304689
1519,geo_536,106.5,246.5,0.99,0.027490122786977565
1520,geo_537,106.5,250.5,0.9,0.006688799442669692
1521,geo_537,106.5,250.5,0.95,0.02234188488411075
1522,geo_537,106.5,250.5,0.99,0.04571404985157046
1523,geo_538,106.5,254.5,0.9,0.014948868053527744
1524,geo_538,106.5,254.5,0.95,0.029058266296460574
1525,geo_538,106.5,254.5,0.99,0.05281549751933207
1526,geo_539,106.5,262.5,0.9,-0.0005774796627630779
1527,geo_539,106.5,262.5,0.95,0.023084224264395874
1528,geo_539,106.5,262.5,0.99,0.05890360507421593
1529,geo_540,106.5,258.5,0.9,0.015912457342487415
1530,geo_540,106.5,258.5,0.95,0.030243092462111657
1531,geo_540,106.5,258.5,0.99,0.060038859070760765
1532,geo_541,106.5,266.5,0.9,-0.002951528475390923
1533,geo_541,106.5,266.5,0.95,0.020627669949710294
1534,geo_541,106.5,266.5,0.99,0.05258035165822188
1535,geo_542,106.5,270.5,0.9,0.049880631377557126
1536,geo_542,106.5,270.5,0.95,0.066869141741151
1537,geo_542,106.5,270.5,0.99,0.07418725826946425
1538,geo_543,106.5,274.5,0.9,0.05803376380205535
1539,geo_543,106.5,274.5,0.95,0.06642665507549977
1540,geo_543,106.5,274.5,0.99,0.07036538962274283
1541,geo_544,106.5,278.5,0.9,0.024474978774122677
1542,geo_544,106.5,278.5,0.95,0.030672048059740598
1543,geo_544,106.5,278.5,0.99,0.03437270212383131
1544,geo_545,106.5,282.5,0.9,0.022471735058460934
1545,geo_545,106.5,282.5,0.95,0.03517696774671722
1546,geo_545,106.5,282.5,0.99,0.047060844894800544
1547,geo_546,106.5,286.5,0.9,0.012623889245816793
1548,geo_546,106.5,286.5,0.95,0.02099964163947394
1549,geo_546,106.5,286.5,0.99,0.0402048323756657
1550,geo_547,106.5,290.5,0.9,0.01671651070051498
1551,geo_547,106.5,290.5,0.95,0.022537900249735173
1552,geo_547,106.5,290.5,0.99,0.045284460669238635
1553,geo_548,106.5,294.5,0.9,0.009621885552600412
1554,geo_548,106.5,294.5,0.95,0.014052220592878235
1555,geo_548,106.5,294.5,0.99,0.02323493332528518
1556,geo_549,110.5,54.5,0.9,0.04490045008688004
1557,geo_549,110.5,54.5,0.95,0.032428750972976525
1558,geo_549,110.5,54.5,0.99,-0.013926498574327928
1559,geo_550,110.5,58.5,0.9,0.06984622083353711
1560,geo_550,110.5,58.5,0.95,0.07727737993349003
1561,geo_550,110.5,58.5,0.99,0.02282876754218166
1562,geo_551,110.5,62.5,0.9,0.04172502547494628
1563,geo_551,110.5,62.5,0.95,0.04778126636259994
1564,geo_551,110.5,62.5,0.99,0.0035661277233808852
1565,geo_552,110.5,66.5,0.9,0.04685177557175855
1566,geo_552,110.5,66.5,0.95,0.04747329435969767
1567,geo_552,110.5,66.5,0.99,0.044581462200450075
1568,geo_553,110.5,70.5,0.9,0.0400435650214128
1569,geo_553,110.5,70.5,0.95,0.04309810105703526
1570,geo_553,110.5,70.5,0.99,-0.00031694917915592313
1571,geo_554,110.5,74.5,0.9,0.03343841213577067
1572,geo_554,110.5,74.5,0.95,0.049582570812539514
1573,geo_554,110.5,74.5,0.99,-0.0030422682701874903
1574,geo_555,110.5,78.5,0.9,0.015168315136754023
1575,geo_555,110.5,78.5,0.95,0.024235284384451418
1576,geo_555,110.5,78.5,0.99,-0.061601784324238074
1577,geo_556,110.5,82.5,0.9,0.032797190715677126
1578,geo_556,110.5,82.5,0.95,0.04142774280872788
1579,geo_556,110.5,82.5,0.99,-0.041263554738514806
1580,geo_557,110.5,86.5,0.9,0.02989287283479699
1581,geo_557,110.5,86.5,0.95,0.03426038564559198
1582,geo_557,110.5,86.5,0.99,-0.049244242665660805
1583,geo_558,110.5,90.5,0.9,0.03229259594814565
1584,geo_558,110.5,90.5,0.95,0.037570157803058425
1585,geo_558,110.5,90.5,0.99,-0.03616527311282927
1586,geo_559,110.5,94.5,0.9,0.021691439754049222
1587,geo_559,110.5,94.5,0.95,0.020156692182131578
1588,geo_559,110.5,94.5,0.99,0.023910906020083778
1589,geo_560,110.5,98.5,0.9,0.017497132467142698
1590,geo_560,110.5,98.5,0.95,0.02373081143934262
1591,geo_560,110.5,98.5,0.99,0.012234650632450939
1592,geo_561,110.5,102.5,0.9,0.034886314225047274
1593,geo_561,110.5,102.5,0.95,0.036955245322258856
1594,geo_561,110.5,102.5,0.99,0.03676625865081833
1595,geo_562,110.5,106.5,0.9,0.04881744178664417
1596,geo_562,110.5,106.5,0.95,0.04878764860675371
1597,geo_562,110.5,106.5,0.99,0.044142490351574
1598,geo_563,110.5,110.5,0.9,0.03455890949660436
1599,geo_563,110.5,110.5,0.95,0.03515075826309632
1600,geo_563,110.5,110.5,0.99,0.0379237492188676
1601,geo_564,110.5,114.5,0.9,0.027174289489799403
1602,geo_564,110.5,114.5,0.95,0.026338747938371973
1603,geo_564,110.5,114.5,0.99,0.023064458721259534
1604,geo_565,110.5,118.5,0.9,0.049812044338649365
1605,geo_565,110.5,118.5,0.95,0.05078413991755246
1606,geo_565,110.5,118.5,0.99,0.05021411524651574
1607,geo_566,110.5,122.5,0.9,0.03893161524451022
1608,geo_566,110.5,122.5,0.95,0.0436978405419295
1609,geo_566,110.5,122.5,0.99,0.05289239595429343
1610,geo_567,110.5,126.5,0.9,0.02496548996956742
1611,geo_567,110.5,126.5,0.95,0.025416046855554493
1612,geo_567,110.5,126.5,0.99,0.026902507855811914
1613,geo_568,110.5,130.5,0.9,0.04800884704978772
1614,geo_568,110.5,130.5,0.95,0.04458006541787061
1615,geo_568,110.5,130.5,0.99,0.02620318100212735
1616,geo_569,110.5,134.5,0.9,0.052140062855594305
1617,geo_569,110.5,134.5,0.95,0.046552023349617895
1618,geo_569,110.5,134.5,0.99,0.037321410639254406
1619,geo_570,110.5,138.5,0.9,0.06597365681299121
1620,geo_570,110.5,138.5,0.95,0.06106043754728646
1621,geo_570,110.5,138.5,0.99,0.05522524472825458
1622,geo_571,110.5,142.5,0.9,0.05119161760266598
1623,geo_571,110.5,142.5,0.95,0.05226996606690393
1624,geo_571,110.5,142.5,0.99,0.04779767516007445
1625,geo_572,110.5,146.5,0.9,0.0033147384267781447
1626,geo_572,110.5,146.5,0.95,0.0012514101706319223
1627,geo_572,110.5,146.5,0.99,0.0047496375146470135
1628,geo_573,110.5,150.5,0.9,0.025440120099099725
1629,geo_573,110.5,150.5,0.95,0.02272426914538761
1630,geo_573,110.5,150.5,0.99,0.02502357440045273
1631,geo_574,110.5,154.5,0.9,-0.002169123717940179
1632,geo_574,110.5,154.5,0.95,-0.004814735290241702
1633,geo_574,110.5,154.5,0.99,-0.007359327808909116
1634,geo_575,110.5,158.5,0.9,0.0014595729901423944
1635,geo_575,110.5,158.5,0.95,-0.004907673717295627
1636,geo_575,110.5,158.5,0.99,-0.013180146289780592
1637,geo_576,110.5,162.5,0.9,0.08258858184209938
1638,geo_576,110.5,162.5,0.95,0.07131701907989899
1639,geo_576,110.5,162.5,0.99,0.05437411221806906
1640,geo_577,110.5,166.5,0.9,0.0754906438743849
1641,geo_577,110.5,166.5,0.95,0.06391322966677757
1642,geo_577,110.5,166.5,0.99,0.059220174939927234
1643,geo_578,110.5,170.5,0.9,0.047251842208197704
1644,geo_578,110.5,170.5,0.95,0.04092443148238735
1645,geo_578,110.5,170.5,0.99,0.03527066033209298
1646,geo_579,110.5,174.5,0.9,0.07239421209117816
1647,geo_579,110.5,174.5,0.95,0.06590225962828106
1648,geo_579,110.5,174.5,0.99,0.0497800167990342
1649,geo_580,110.5,178.5,0.9,0.11093766142986572
1650,geo_580,110.5,178.5,0.95,0.10645157672672596
1651,geo_580,110.5,178.5,0.99,0.10089051111822275
1652,geo_581,110.5,182.5,0.9,0.10865870243842778
1653,geo_581,110.5,182.5,0.95,0.10434468268871432
1654,geo_581,110.5,182.5,0.99,0.08913286208057936
1655,geo_582,110.5,186.5,0.9,0.09894709622373651
1656,geo_582,110.5,186.5,0.95,0.0976840131972355
1657,geo_582,110.5,186.5,0.99,0.09035683145726842
1658,geo_583,110.5,190.5,0.9,0.07347103281759874
1659,geo_583,110.5,190.5,0.95,0.06951340310645644
1660,geo_583,110.5,190.5,0.99,0.05940854542429395
1661,geo_584,110.5,194.5,0.9,0.05350339740195944
1662,geo_584,110.5,194.5,0.95,0.0509200973361661
1663,geo_584,110.5,194.5,0.99,0.05759659081992576
1664,geo_585,110.5,198.5,0.9,0.03978544973820932
1665,geo_585,110.5,198.5,0.95,0.038718457511187535
1666,geo_585,110.5,198.5,0.99,0.041117084731927454
1667,geo_586,110.5,202.5,0.9,0.03597059824366884
1668,geo_586,110.5,202.5,0.95,0.0368651429713424
1669,geo_586,110.5,202.5,0.99,0.04703924087174319
1670,geo_587,110.5,206.5,0.9,0.024706078888598007
1671,geo_587,110.5,206.5,0.95,0.027421495220123698
1672,geo_587,110.5,206.5,0.99,0.03241482301302074
1673,geo_588,110.5,210.5,0.9,0.0190684424542081
1674,geo_588,110.5,210.5,0.95,0.022736496465072337
1675,geo_588,110.5,210.5,0.99,0.033512464186997076
1676,geo_589,110.5,214.5,0.9,0.008994149924838813
1677,geo_589,110.5,214.5,0.95,0.014045249940855034
1678,geo_589,110.5,214.5,0.99,0.024932350245356446
1679,geo_590,110.5,218.5,0.9,0.01097205970584974
1680,geo_590,110.5,218.5,0.95,0.01515553481535894
1681,geo_590,110.5,218.5,0.99,0.025489444065068766
1682,geo_591,110.5,222.5,0.9,0.009280202814359009
1683,geo_591,110.5,222.5,0.95,0.013884556100942828
1684,geo_591,110.5,222.5,0.99,0.019983602795212628
1685,geo_592,110.5,226.5,0.9,0.012719623881778252
1686,geo_592,110.5,226.5,0.95,0.015430860733451495
1687,geo_592,110.5,226.5,0.99,0.022324662603759593
1688,geo_593,110.5,230.5,0.9,0.007711372576389422
1689,geo_593,110.5,230.5,0.95,0.009375552000480302
1690,geo_593,110.5,230.5,0.99,0.0180101031869285
1691,geo_594,110.5,234.5,0.9,-0.005400770119199626
1692,geo_594,110.5,234.5,0.95,-0.0014905931145322816
1693,geo_594,110.5,234.5,0.99,0.002819060010660004
1694,geo_595,110.5,238.5,0.9,0.00850793383063493
1695,geo_595,110.5,238.5,0.95,0.01665466854563885
1696,geo_595,110.5,238.5,0.99,0.040717564094025396
1697,geo_596,110.5,242.5,0.9,0.027188597920238457
1698,geo_596,110.5,242.5,0.95,0.035667975161561165
